"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2016-09-02T00:00:00Z","لبنان - لبرنامج دعم مبادرة توفير التعليم لجميع الأطفال في لبنان","P159470","http://documents.worldbank.org/curated/en/701561476283839607/text/108014-PAD-ARABIC.txt","http://documents.worldbank.org/curated/en/701561476283839607/pdf/108014-PAD-ARABIC.pdf","108014","IBRD/IDA","LB-Reaching All Children With Education In
            Lebanon Support Project -- P159470","26858055",0,0,0,2016,518697,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-06-30T00:00:00Z","الضفة الغربية وقطاع غزة-تمويل وظائف المشروع الثاني","P159337","http://documents.worldbank.org/curated/en/549371506577073481/text/PAD2120-ARABIC-PUBLIC-WBG-F4J-II-PAD-clean-063017-final-Arabic-Reviewed.txt","http://documents.worldbank.org/curated/en/549371506577073481/pdf/PAD2120-ARABIC-PUBLIC-WBG-F4J-II-PAD-clean-063017-final-Arabic-Reviewed.pdf","PAD2120","Special Financing","GZ-Finance For Jobs II -- P159337","28013331",0,0,0,2017,379533,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-06-30T00:00:00Z","West Bank and Gaza - Second Finance for Jobs Project","P159337","http://documents.worldbank.org/curated/en/765751501380068491/text/West-Bank-Gaza-PAD-PAD2120-07102017.txt","http://documents.worldbank.org/curated/en/765751501380068491/pdf/West-Bank-Gaza-PAD-PAD2120-07102017.pdf","PAD2120","Special Financing","GZ-Finance For Jobs II -- P159337","27743092",0,0,0,2017,193386,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-07-06T00:00:00Z","OECS Countries - Support to Implementation of the Regional Education Strategy Project","P158836","http://documents.worldbank.org/curated/en/308161489034968447/text/PP1793-PAD-P158836-PUBLIC-OECS-Education-GPE032-07-05-2016-1467774367543.txt","http://documents.worldbank.org/curated/en/308161489034968447/pdf/PP1793-PAD-P158836-PUBLIC-OECS-Education-GPE032-07-05-2016-1467774367543.pdf","PP1793","Recipient Executed Activities","6O-Support To Implementation Of The Regional
            Education Strategy -- P158836","26557284",1,0,0,2016,119667,1,1,0,NA,NA,NA
"Project Appraisal Document","2017-02-17T00:00:00Z","Pakistan - National Social Protection Program-for-Results Project","P158643","http://documents.worldbank.org/curated/en/665281497018439948/text/Pakistan-National-Social-Protection-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/665281497018439948/pdf/Pakistan-National-Social-Protection-Program-for-Results-Project.pdf","110401","IBRD/IDA","PK-Pakistan: National Social Protection
            Program -- P158643","27232610",0,0,0,2017,197321,0,0,0,NA,NA,NA
"Project Appraisal Document","2017-08-08T00:00:00Z","Zambia - Education Enhancement Project","P158570","http://documents.worldbank.org/curated/en/900661504231269364/text/ZAMBIA-EDUCATION-PAD-08102017.txt","http://documents.worldbank.org/curated/en/900661504231269364/pdf/ZAMBIA-EDUCATION-PAD-08102017.pdf","PAD1859","IBRD/IDA","ZM-Zambia Education Enhancement Project -- P158570","27900303",0,0,2,2017,303139,1,1,1,NA,NA,NA
"Project Appraisal Document","2017-06-01T00:00:00Z","India - Skill Mission Operation Project","P158435","http://documents.worldbank.org/curated/en/979401503494345541/text/INDIA-SKILL-PAD-06062017.txt","http://documents.worldbank.org/curated/en/979401503494345541/pdf/INDIA-SKILL-PAD-06062017.pdf","108668","IBRD/IDA","IN-Skill India Mission Operation -- P158435","27572699",0,0,0,2017,431271,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-04-18T00:00:00Z","Democratic Republic of Congo - Education Quality Improvement Project","P157922",NA,NA,"PAD1789","Recipient Executed Activities","ZR-Dr Congo - Education Quality Improvement
            Project (Equip) -- P157922","26394029",0,0,0,2017,4,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-03-20T00:00:00Z","Cambodia - Secondary Education Improvement Project","P157858","http://documents.worldbank.org/curated/en/589431492394419103/text/Cambodia-Secondary-Education-PAD-03282017.txt","http://documents.worldbank.org/curated/en/589431492394419103/pdf/Cambodia-Secondary-Education-PAD-03282017.pdf","PAD1830","IBRD/IDA","KH-Secondary Education Improvement Project
            -- P157858","27329533",1,0,0,2017,287320,1,1,0,NA,NA,NA
"Project Appraisal Document","2018-03-23T00:00:00Z","مصر - دعم مشروع إصلاح التعليم في مصر","P157809","http://documents.worldbank.org/curated/en/313181525845987395/text/PAD2644-ARABIC-PUBLIC-ARAara001-AK-updated-Oh-AK-May-6.txt","http://documents.worldbank.org/curated/en/313181525845987395/pdf/PAD2644-ARABIC-PUBLIC-ARAara001-AK-updated-Oh-AK-May-6.pdf","PAD2644","IBRD/IDA","EG-Supporting Egypt Education Reform Project
            -- P157809","29877336",0,0,0,2018,642798,1,0,0,NA,NA,NA
"Project Appraisal Document","2018-03-23T00:00:00Z","Egypt - Supporting Egypt Education Reform Project","P157809","http://documents.worldbank.org/curated/en/346091522415590465/text/PAD-03272018.txt","http://documents.worldbank.org/curated/en/346091522415590465/pdf/PAD-03272018.pdf","PAD2644","IBRD/IDA","EG-Supporting Egypt Education Reform Project
            -- P157809","29767918",10,0,0,2018,271237,1,1,0,NA,NA,NA
"Project Appraisal Document","2019-05-30T00:00:00Z","Turkey - Disaster Risk Management in Schools Project","P157683","http://documents.worldbank.org/curated/en/485051561341634079/text/Turkey-Disaster-Risk-Management-in-Schools-Project.txt","http://documents.worldbank.org/curated/en/485051561341634079/pdf/Turkey-Disaster-Risk-Management-in-Schools-Project.pdf","PAD1891","IBRD/IDA","TR-Disaster Risk Management In Schools
            Project -- P157683","31137244",0,0,0,2019,227347,1,0,0,NA,NA,NA
"Project Appraisal Document","2018-02-15T00:00:00Z","Panama - Support for the National Indigenous Peoples Development Plan Project","P157575","http://documents.worldbank.org/curated/en/390951519910427593/text/Panama-PAD2503-02262018.txt","http://documents.worldbank.org/curated/en/390951519910427593/pdf/Panama-PAD2503-02262018.pdf","PAD2503","IBRD/IDA","PA-Support For The National Indigenous
            Peoples Development Plan -- P157575","29681384",0,0,0,2018,252732,0,0,0,NA,NA,NA
"Project Appraisal Document","2017-03-09T00:00:00Z","Gabon - Statistical Development Project","P157473","http://documents.worldbank.org/curated/en/171591491098416009/text/GABON-PAD-03132017.txt","http://documents.worldbank.org/curated/en/171591491098416009/pdf/GABON-PAD-03132017.pdf","PAD1893","IBRD/IDA","GA-Gabon Statistical Development Project -- P157473","27279122",0,0,0,2017,142156,0,0,0,NA,NA,NA
"Project Appraisal Document","2016-11-02T00:00:00Z","Ecuador - Transformation of the Tertiary Technical and Technological Institutes Project","P157425","http://documents.worldbank.org/curated/en/159711480129248767/text/Project-Appraisal-Document-PAD-P157425-2016-11-04-v10-11042016.txt","http://documents.worldbank.org/curated/en/159711480129248767/pdf/Project-Appraisal-Document-PAD-P157425-2016-11-04-v10-11042016.pdf","PAD1970","IBRD/IDA","EC-Transformation Of The Tertiary Technical
            And Technological Inst -- P157425","26917127",0,0,0,2016,240357,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-11-02T00:00:00Z","Proyecto de reconversión de la educación técnica y tecnológica superior pública","P157425","http://documents.worldbank.org/curated/en/183891490290574471/text/PAD1970-SPANISH-23-3-2017-12-48-56-PADEcuadorSENESCYTPCASTELLANO.txt","http://documents.worldbank.org/curated/en/183891490290574471/pdf/PAD1970-SPANISH-23-3-2017-12-48-56-PADEcuadorSENESCYTPCASTELLANO.pdf","PAD1970","IBRD/IDA","EC-Transformation Of The Tertiary Technical
            And Technological Inst -- P157425","27296400",0,0,0,2016,265301,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-02-06T00:00:00Z","Mali - Reinsertion of Ex-combatants Project","P157233","http://documents.worldbank.org/curated/en/848361679677867655/text/Mali-Reinsertion-of-Ex-combatants-Project.txt","http://documents.worldbank.org/curated/en/848361679677867655/pdf/Mali-Reinsertion-of-Ex-combatants-Project.pdf","PAD1810","IBRD/IDA","ML-Mali Reinsertion Of Ex-Combatants Project
            -- P157233","27184647",0,0,0,2017,232992,0,0,0,NA,NA,NA
"Project Appraisal Document","2017-01-30T00:00:00Z","Serbia - Inclusive Early Childhood Education and Care Project","P157117","http://documents.worldbank.org/curated/en/316181487951878264/text/PAD1802-02012017.txt","http://documents.worldbank.org/curated/en/316181487951878264/pdf/PAD1802-02012017.pdf","PAD1802","IBRD/IDA","YF-Inclusive Early Childhood Education And
            Care -- P157117","27221187",8,0,0,2017,210103,0,1,0,NA,NA,NA
"Project Appraisal Document","2017-01-30T00:00:00Z","Serbia - Inclusive Early Childhood Education and Care Project","P157117","http://documents.worldbank.org/curated/en/918021487905271830/text/PAD1802-02012017.txt","http://documents.worldbank.org/curated/en/918021487905271830/pdf/PAD1802-02012017.pdf","PAD1802","IBRD/IDA","YF-Inclusive Early Childhood Education And
            Care -- P157117","27176965",8,0,0,2017,210103,0,1,0,NA,NA,NA
"Project Appraisal Document","2017-02-08T00:00:00Z","India - Skills Strengthening for Industrial Value Enhancement Operation Project","P156867","http://documents.worldbank.org/curated/en/849071488682856000/text/India-Skill-Strengthening-PAD-02102017.txt","http://documents.worldbank.org/curated/en/849071488682856000/pdf/India-Skill-Strengthening-PAD-02102017.pdf","108103","IBRD/IDA","IN-Skills Strengthening For Industrial Value
            Enhancement Operation -- P156867","27184644",0,0,0,2017,326377,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-04-24T00:00:00Z","Vietnam - Support for Autonomous Higher Education Project","P156849","http://documents.worldbank.org/curated/en/715251660080205266/text/Vietnam-Support-for-Autonomous-Higher-Education-Project.txt","http://documents.worldbank.org/curated/en/715251660080205266/pdf/Vietnam-Support-for-Autonomous-Higher-Education-Project.pdf","PAD2103","IBRD/IDA","VN-Support For Autonomous Higher Education
            Project (Sahep) -- P156849","27412481",0,0,0,2017,267841,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-12-06T00:00:00Z","Pakistan - Governance and Policy Project for Balochistan","P156411","http://documents.worldbank.org/curated/en/856621617647613205/text/Pakistan-Governance-and-Policy-Project-for-Balochistan.txt","http://documents.worldbank.org/curated/en/856621617647613205/pdf/Pakistan-Governance-and-Policy-Project-for-Balochistan.pdf","PAD1882","Recipient Executed Activities","PK-Governance And Policy Project For
            Balochistan -- P156411","26454632",0,0,0,2016,166453,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-10-07T00:00:00Z","India - Nai Manzil Education and Skills Training for Minorities Project","P156363","http://documents.worldbank.org/curated/en/633761468188664540/text/PAD1612-PAD-P156363-IDA-R2015-0261-1-Box393219B-OUO-9.txt","http://documents.worldbank.org/curated/en/633761468188664540/pdf/PAD1612-PAD-P156363-IDA-R2015-0261-1-Box393219B-OUO-9.pdf","PAD1612","IBRD/IDA","IN-Nai Manzil - Education And Skills
            Training For Minorities -- P156363","25149640",0,0,0,2015,164500,0,0,0,NA,NA,NA
"Project Appraisal Document","2016-12-12T00:00:00Z","Peru - Strengthening the Science, Technology, and Innovation System in Peru Project","P156250","http://documents.worldbank.org/curated/en/435341484362907655/text/Peru-PAD-12212016.txt","http://documents.worldbank.org/curated/en/435341484362907655/pdf/Peru-PAD-12212016.pdf","PAD1818","IBRD/IDA","PE-Strengthening The Science, Technology And
            Innovation System In -- P156250","27047205",0,0,0,2016,236298,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-05-05T00:00:00Z","Lesotho - Education Quality For Equality Project","P156001","http://documents.worldbank.org/curated/en/643591467995661132/text/PAD1533-PAD-P156001-IDA-R2016-0085-1-Box394886B-OUO-9.txt","http://documents.worldbank.org/curated/en/643591467995661132/pdf/PAD1533-PAD-P156001-IDA-R2016-0085-1-Box394886B-OUO-9.pdf","PAD1533","IBRD/IDA","LS-Lesotho Education Quality For Equality
            Project -- P156001","26366212",2,0,0,2016,300240,1,1,0,NA,NA,NA
"Project Appraisal Document","2016-10-27T00:00:00Z","Haiti - Providing an Education of Quality in Haiti Project","P155191","http://documents.worldbank.org/curated/en/984991478263758814/text/1478263764434-000A10458-PAD-10282016.txt","http://documents.worldbank.org/curated/en/984991478263758814/pdf/1478263764434-000A10458-PAD-10282016.pdf","PAD1690","IBRD/IDA","HT-Providing An Education Of Quality In
            Haiti (Peqh) -- P155191","26913097",2,0,0,2016,194557,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-09-01T00:00:00Z","Panama - Strengthening Social Protection and Inclusion System Project","P155097","http://documents.worldbank.org/curated/en/761431468187457616/text/PAD1423-PAD-P155097-R2015-0183-1-Box393195B-OUO-9.txt","http://documents.worldbank.org/curated/en/761431468187457616/pdf/PAD1423-PAD-P155097-R2015-0183-1-Box393195B-OUO-9.pdf","PAD1423","IBRD/IDA","PA-Strengthening Social Protection And
            Inclusion System -- P155097","25005727",0,0,0,2015,197486,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-03-10T00:00:00Z","China - Gansu Technical and Vocational Education and Training Project","P154623","http://documents.worldbank.org/curated/en/303131491184871495/text/China-Gansu-Tech-PAD-PAD1884-03142017.txt","http://documents.worldbank.org/curated/en/303131491184871495/pdf/China-Gansu-Tech-PAD-PAD1884-03142017.pdf","PAD1884","IBRD/IDA","CN-China: Gansu Technical And Vocational
            Education And Training Pr -- P154623","27278411",0,0,0,2017,186349,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-10-12T00:00:00Z","China - Guangdong Compulsory Education Project","P154621","http://documents.worldbank.org/curated/en/870881509674443559/text/China-Guandong-PAD-P154621-2017-10-10-16-25-10122017.txt","http://documents.worldbank.org/curated/en/870881509674443559/pdf/China-Guandong-PAD-P154621-2017-10-10-16-25-10122017.pdf","PAD1516","IBRD/IDA","CN-China: Guangdong Compulsory Education
            Project -- P154621","28081153",0,0,0,2017,197147,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-05-11T00:00:00Z","Bangladesh - College Education Development Project","P154577","http://documents.worldbank.org/curated/en/694991468185959713/text/PAD1511-PAD-P154577-IDA-R2016-0102-1-Box3948887B-OUO-9.txt","http://documents.worldbank.org/curated/en/694991468185959713/pdf/PAD1511-PAD-P154577-IDA-R2016-0102-1-Box3948887B-OUO-9.pdf","PAD1511","IBRD/IDA","BD-College Education Development Project -- P154577","26378596",0,0,0,2016,294981,1,0,0,NA,NA,NA
"Project Appraisal Document","2018-05-29T00:00:00Z","India - Uttarakhand Workforce Development Project","P154525","http://documents.worldbank.org/curated/en/627891529638305087/text/India-Uttarakhand-Workforce-PAD1572-05312018.txt","http://documents.worldbank.org/curated/en/627891529638305087/pdf/India-Uttarakhand-Workforce-PAD1572-05312018.pdf","PAD1572","IBRD/IDA","IN-Uttarakhand Workforce Development Project
            -- P154525","29955784",0,0,0,2018,212847,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-05-10T00:00:00Z","Pakistan - Third Punjab Education Sector Project","P154524","http://documents.worldbank.org/curated/en/967701468198234577/text/PAD1641-PAD-P154524-R2016-0090-1-Box394887B-OUO-9.txt","http://documents.worldbank.org/curated/en/967701468198234577/pdf/PAD1641-PAD-P154524-R2016-0090-1-Box394887B-OUO-9.pdf","PAD1641","IBRD/IDA","PK-Pakistan: Third Punjab Education Sector
            Project -- P154524","26378670",6,0,0,2016,342743,1,1,0,NA,NA,NA
"Project Appraisal Document","2016-06-06T00:00:00Z","India - Third Phase of the Technical Education Quality Improvement Project","P154523","http://documents.worldbank.org/curated/en/655081467046615175/text/PAD1651-PADP154523-OUO-9-IDA-R2016-0149-1.txt","http://documents.worldbank.org/curated/en/655081467046615175/pdf/PAD1651-PADP154523-OUO-9-IDA-R2016-0149-1.pdf","PAD1651","IBRD/IDA","IN-Technical Education Quality Improvement
            Project III -- P154523","26458810",0,0,0,2016,227911,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-08-29T00:00:00Z","Malawi - Education Sector Improvement Project","P154185","http://documents.worldbank.org/curated/en/479181512713342254/text/PAD1515-PAD-P154185-PUBLIC.txt","http://documents.worldbank.org/curated/en/479181512713342254/pdf/PAD1515-PAD-P154185-PUBLIC.pdf","PAD1515","Recipient Executed Activities","MW-Malawi Education Sector Improvement
            Project (Mesip) -- P154185","29257441",0,0,0,2016,360919,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-01-20T00:00:00Z","Philippines - Second Social Welfare Development and Reform Project","P153744","http://documents.worldbank.org/curated/en/508261467988930630/text/PAD1321-PAD-P153744-R2016-0007-1-Box394849B-OUO-9.txt","http://documents.worldbank.org/curated/en/508261467988930630/pdf/PAD1321-PAD-P153744-R2016-0007-1-Box394849B-OUO-9.pdf","PAD1321","IBRD/IDA","PH-Philippines Social Welfare Development
            And Reform Project II -- P153744","25863631",0,0,0,2016,163694,1,0,0,NA,NA,NA
"Project Appraisal Document","2017-02-06T00:00:00Z","Kazakhstan - Education Modernization Project","P153496","http://documents.worldbank.org/curated/en/340301488682834835/text/Kazakhstan-PAD-02092017.txt","http://documents.worldbank.org/curated/en/340301488682834835/pdf/Kazakhstan-PAD-02092017.pdf","PAD1645","IBRD/IDA","KZ-Education Modernization Project-1354154
            -- P153496","27184643",1,0,0,2017,164617,1,1,0,NA,NA,NA
"Project Appraisal Document","2016-05-20T00:00:00Z","Tanzania - Zanzibar Improving Student Prospects Project","P153277","http://documents.worldbank.org/curated/en/910911467996684731/text/PAD1549-PAD-P153277-OUO-9-IDA-R2016-0115-1.txt","http://documents.worldbank.org/curated/en/910911467996684731/pdf/PAD1549-PAD-P153277-OUO-9-IDA-R2016-0115-1.pdf","PAD1549","IBRD/IDA","TZ-Zanzibar Improving Student Prospects
            Project -- P153277","26406735",2,0,0,2016,190629,1,1,0,NA,NA,NA
"Project Appraisal Document","2016-04-06T00:00:00Z","Congo, Republic of - Education Sector Support Project","P152910","http://documents.worldbank.org/curated/en/188991468185033267/text/PAD1486-PAD-P152910-IDA-R2016-0060-1-Box394878B-OUO-9.txt","http://documents.worldbank.org/curated/en/188991468185033267/pdf/PAD1486-PAD-P152910-IDA-R2016-0060-1-Box394878B-OUO-9.pdf","PAD1486","IBRD/IDA","CG-Congo - Education Sector Support Project
            -- P152910","26216540",0,0,0,2016,276355,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-03-09T00:00:00Z","لبنان - المشروع الطارئ لإعادة تثبيت الخدمات التربوية","P152898","http://documents.worldbank.org/curated/en/115201467995898704/text/PAD1190-ARABIC-Box394864B-PUBLIC-LB-EESSP-Final-PAD-for-printing-Arabic.txt","http://documents.worldbank.org/curated/en/115201467995898704/pdf/PAD1190-ARABIC-Box394864B-PUBLIC-LB-EESSP-Final-PAD-for-printing-Arabic.pdf","PAD1190","Recipient Executed Activities","LB-Emergency Education System Stabilization
            -- P152898","25919324",0,0,0,2015,275531,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-03-09T00:00:00Z","Lebanon - Emergency Education System Stabilization Project","P152898","http://documents.worldbank.org/curated/en/578481467991017996/text/PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.txt","http://documents.worldbank.org/curated/en/578481467991017996/pdf/PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing.pdf","PAD1190","Recipient Executed Activities","LB-Emergency Education System Stabilization
            -- P152898","24424324",0,0,0,2015,140682,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-11-16T00:00:00Z","China - Yunnan Early Childhood Education Innovation Project","P152860","http://documents.worldbank.org/curated/en/613451481770856521/text/China-YECEIP-PAD-11182016.txt","http://documents.worldbank.org/curated/en/613451481770856521/pdf/China-YECEIP-PAD-11182016.pdf","PAD1589","IBRD/IDA","CN-Yunnan Early Childhood Education
            Innovation Project (Yeceip) -- P152860","26957693",16,0,0,2016,201775,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-09-09T00:00:00Z","Ecuador - Supporting Education Reform in Targeted Circuits Project","P152096","http://documents.worldbank.org/curated/en/224431468187807478/text/PAD1332-PAD-P152096-R2015-0191-1-Box393212B-OUO-9.txt","http://documents.worldbank.org/curated/en/224431468187807478/pdf/PAD1332-PAD-P152096-R2015-0191-1-Box393212B-OUO-9.pdf","PAD1332","IBRD/IDA","EC-Supporting Education Reform In Targeted
            Circuits -- P152096","25091636",0,0,0,2015,194663,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-02-09T00:00:00Z","Ecuador - Supporting Education Reform in Targeted Circuits Project : Ecuador - Proyecto de Apoyo a la Reforma de la Educación en Circuitos Focalizados","P152096","http://documents.worldbank.org/curated/en/603281468184442391/text/PAD1332-PAD-SPANISH-P152096-Box394851B-PUBLIC.txt","http://documents.worldbank.org/curated/en/603281468184442391/pdf/PAD1332-PAD-SPANISH-P152096-Box394851B-PUBLIC.pdf","PAD1332","IBRD/IDA","EC-Supporting Education Reform In Targeted
            Circuits -- P152096","25835296",0,0,0,2015,218016,1,0,0,NA,NA,NA
"Project Appraisal Document","2019-04-09T00:00:00Z","Honduras - Proyecto de Integración de la Proteccion Social","P152057","http://documents.worldbank.org/curated/en/123161563355581151/text/Honduras-Social-Protection-Integration-Project.txt","http://documents.worldbank.org/curated/en/123161563355581151/pdf/Honduras-Social-Protection-Integration-Project.pdf","PAD3153","IBRD/IDA","HN-Social Protection Integration -- P152057","31252592",0,0,0,2019,200166,1,0,0,NA,NA,NA
"Project Appraisal Document","2019-04-09T00:00:00Z","Honduras - Social Protection Integration Project","P152057","http://documents.worldbank.org/curated/en/640321556935451440/text/Honduras-Social-Protection-Integration-Project.txt","http://documents.worldbank.org/curated/en/640321556935451440/pdf/Honduras-Social-Protection-Integration-Project.pdf","PAD3153","IBRD/IDA","HN-Social Protection Integration -- P152057","30984829",0,0,0,2019,177975,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-06-04T00:00:00Z","Sri Lanka - Early Childhood Development Project","P151916","http://documents.worldbank.org/curated/en/748601468190137956/text/PAD1311-PAD-P151916-IDA-R2015-0169-1-Box391454B-OUO-9.txt","http://documents.worldbank.org/curated/en/748601468190137956/pdf/PAD1311-PAD-P151916-IDA-R2015-0169-1-Box391454B-OUO-9.pdf","PAD1311","IBRD/IDA","LK-Early Childhood Development
            Project-1335527 -- P151916","24600018",2,0,0,2015,206439,1,1,0,NA,NA,NA
"Project Appraisal Document","2016-05-05T00:00:00Z","Africa - Eastern and Southern Africa Higher Education Centers of Excellence Project","P151847","http://documents.worldbank.org/curated/en/634381467995814298/text/PAD1436-PAD-P151847-IDA-R2016-0087-1-Box394886B-OUO-9.txt","http://documents.worldbank.org/curated/en/634381467995814298/pdf/PAD1436-PAD-P151847-IDA-R2016-0087-1-Box394886B-OUO-9.pdf","PAD1436","IBRD/IDA","3E-Eastern And Southern Africa Higher
            Education Centers Of Excelle -- P151847","26366205",0,0,0,2016,343975,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-04-28T00:00:00Z","Kenya - Youth Employment and Opportunities Project","P151831","http://documents.worldbank.org/curated/en/867311468197383244/text/PAD1654-PAD-P151831-IDA-R2016-0077-1-Box394888B-OUO-9.txt","http://documents.worldbank.org/curated/en/867311468197383244/pdf/PAD1654-PAD-P151831-IDA-R2016-0077-1-Box394888B-OUO-9.pdf","PAD1654","IBRD/IDA","KE-Kenya Youth Employment And Opportunities
            -- P151831","26350370",0,0,0,2016,323980,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-05-01T00:00:00Z","Zambia - Girl's Education and Women's Empowerment and Livelihoods Project","P151451","http://documents.worldbank.org/curated/en/881811467991985986/text/PAD1304-PAD-P151451-IDA-R2015-0104-1-Box371422B-OUO-9.txt","http://documents.worldbank.org/curated/en/881811467991985986/pdf/PAD1304-PAD-P151451-IDA-R2015-0104-1-Box371422B-OUO-9.pdf","PAD1304","IBRD/IDA","ZM-Girls Education And Womens Empowerment
            And Livelihood Project -- P151451","24450094",0,0,0,2015,241256,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-08-19T00:00:00Z","Ethiopia - Program for Results Enhancing Shared Prosperity through Equitable Services Project","P151432","http://documents.worldbank.org/curated/en/523011467991938971/text/98687-PAD-P151432-IDA-R2015-0228-1-Box393189B-OUO-9.txt","http://documents.worldbank.org/curated/en/523011467991938971/pdf/98687-PAD-P151432-IDA-R2015-0228-1-Box393189B-OUO-9.pdf","98687","IBRD/IDA","ET-Enhancing Shared Prosperity Through
            Equitable Services -- P151432","24957514",0,0,0,2015,442731,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-04-16T00:00:00Z","Mali - Higher Education Support Project","P151318","http://documents.worldbank.org/curated/en/677371468056064986/text/PAD11620PAD0P1010Box391421B00OUO090.txt","http://documents.worldbank.org/curated/en/677371468056064986/pdf/PAD11620PAD0P1010Box391421B00OUO090.pdf","PAD1162","IBRD/IDA","ML-Mali - Higher Education Support Project
            -- P151318","24407003",0,0,0,2015,329480,1,0,0,NA,NA,NA
"Project Appraisal Document","2019-04-19T00:00:00Z","Morocco - Supporting the Economic Inclusion of Youth Project","P151169","http://documents.worldbank.org/curated/en/747951557885803419/text/Morocco-Supporting-the-Economic-Inclusion-of-Youth-Project.txt","http://documents.worldbank.org/curated/en/747951557885803419/pdf/Morocco-Supporting-the-Economic-Inclusion-of-Youth-Project.pdf","PAD2018","IBRD/IDA","MA-Supporting The Economic Inclusion Of
            Youth -- P151169","31019836",0,0,0,2019,365730,0,0,0,NA,NA,NA
"Project Appraisal Document","2017-07-11T00:00:00Z","India - National Agricultural Higher Education Project","P151072","http://documents.worldbank.org/curated/en/700081501984847391/text/INDIA-PAD-07172017.txt","http://documents.worldbank.org/curated/en/700081501984847391/pdf/INDIA-PAD-07172017.pdf","PAD1672","IBRD/IDA","IN-National Agricultural Higher Education
            Project -- P151072","27823564",0,0,0,2017,199246,0,0,0,NA,NA,NA
"Project Appraisal Document","2016-02-04T00:00:00Z","تونس - مشروع التعليم العالي من أجل دعم التشغيلية","P151059","http://documents.worldbank.org/curated/en/243131474472538292/text/PAD1445-ARABIC.txt","http://documents.worldbank.org/curated/en/243131474472538292/pdf/PAD1445-ARABIC.pdf","PAD1445","IBRD/IDA","TN-Tunisia Tertiary Education For
            Employability Project -- P151059","26803000",0,0,0,2016,507868,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-02-03T00:00:00Z","Tunisie - Projet d'enseignement supérieur pour l'employabilité","P151059","http://documents.worldbank.org/curated/en/166681470399383790/text/PAD1445-FRENCH-20160203-TN-TEEP-P151059-PAD-frc.txt","http://documents.worldbank.org/curated/en/166681470399383790/pdf/PAD1445-FRENCH-20160203-TN-TEEP-P151059-PAD-frc.pdf","PAD1445","IBRD/IDA","TN-Tunisia Tertiary Education For
            Employability Project -- P151059","26663794",0,0,0,2016,343509,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-02-03T00:00:00Z","Tunisia - Tertiary Education for Employability Project","P151059","http://documents.worldbank.org/curated/en/935731467995788388/text/PAD1445-PAD-P151059-R2016-0017-1-Box394856B-OUO-9.txt","http://documents.worldbank.org/curated/en/935731467995788388/pdf/PAD1445-PAD-P151059-R2016-0017-1-Box394856B-OUO-9.pdf","PAD1445","IBRD/IDA","TN-Tunisia Tertiary Education For
            Employability Project -- P151059","25886344",0,0,0,2016,294395,1,0,0,NA,NA,NA
