"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2016-05-27T00:00:00Z","India - Tejaswini, for Socioeconomic Empowerment of Adolescent Girls and Young Women Project","P150576","http://documents.worldbank.org/curated/en/742651468197344764/text/PAD1630-PAD-P150576-OUO-9-IDA-R2016-0133-1-Box396260B.txt","http://documents.worldbank.org/curated/en/742651468197344764/pdf/PAD1630-PAD-P150576-OUO-9-IDA-R2016-0133-1-Box396260B.pdf","PAD1630","IBRD/IDA","IN-Tejaswini: Socioeconomic Empowerment Of
            Adolescent Girls & Youn -- P150576","26437548",0,0,0,2016,234732,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-06-09T00:00:00Z","India - Madhya Pradesh Higher Education Quality Improvement Project","P150394","http://documents.worldbank.org/curated/en/828721468000613060/text/PAD1080-PAD-P150394-IDA-R2015-0173-1-Box391456B-OUO-9.txt","http://documents.worldbank.org/curated/en/828721468000613060/pdf/PAD1080-PAD-P150394-IDA-R2015-0173-1-Box391456B-OUO-9.pdf","PAD1080","IBRD/IDA","IN-Mp Higher Education Quality Improvement
            Project -- P150394","24632273",0,0,0,2015,236816,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-03-04T00:00:00Z","Kazakhstan - Skills and Jobs Project","P150183","http://documents.worldbank.org/curated/en/921881468038668081/text/PAD12180PAD0P1010Box385444B00OUO090.txt","http://documents.worldbank.org/curated/en/921881468038668081/pdf/PAD12180PAD0P1010Box385444B00OUO090.pdf","PAD1218","IBRD/IDA","KZ-Skills And Jobs Project -- P150183","24162685",0,0,0,2015,238775,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-03-04T00:00:00Z","Kazakhstan - Skills and Jobs Project : Казахстан - Проект по развитию трудовых навыков и стимулированию рабочих мест","P150183","http://documents.worldbank.org/curated/en/648781468181136402/text/PAD1218-PAD-RUSSIAN-PUBLIC-ACS.txt","http://documents.worldbank.org/curated/en/648781468181136402/pdf/PAD1218-PAD-RUSSIAN-PUBLIC-ACS.pdf","PAD1218","IBRD/IDA","KZ-Skills And Jobs Project -- P150183","26381269",0,0,0,2015,504449,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-05-20T00:00:00Z","Madagascar - Public Sector Performance Project","P150116","http://documents.worldbank.org/curated/en/513681468197098764/text/PAD1547-PAD-P150116-OUO-9-IDA-R2016-0116-1.txt","http://documents.worldbank.org/curated/en/513681468197098764/pdf/PAD1547-PAD-P150116-OUO-9-IDA-R2016-0116-1.pdf","PAD1547","IBRD/IDA","MG-Public Sector Performance Project -- P150116","26406856",0,0,0,2016,273902,0,0,0,NA,NA,NA
"Project Appraisal Document","2014-11-25T00:00:00Z","Africa - Sahel Women's Empowerment and Demographic Dividend Project","P150080","http://documents.worldbank.org/curated/en/657461680218713823/text/Africa-Sahel-Womens-Empowerment-and-Demographic-Dividend-Project.txt","http://documents.worldbank.org/curated/en/657461680218713823/pdf/Africa-Sahel-Womens-Empowerment-and-Demographic-Dividend-Project.pdf","PAD1113","IBRD/IDA","3W-Sahel Women'S Empowerment And
            Demographics Project -- P150080","20467616",0,0,0,2014,522332,0,0,0,NA,NA,NA
"Project Appraisal Document","2016-06-10T00:00:00Z","Vietnam - Enhancing Teacher Education Program Project","P150060","http://documents.worldbank.org/curated/en/777231467305951315/text/PAD1138-PAD-P150060-Box396267B-OUO-9-IDA-R2016-0162-1.txt","http://documents.worldbank.org/curated/en/777231467305951315/pdf/PAD1138-PAD-P150060-Box396267B-OUO-9-IDA-R2016-0162-1.pdf","PAD1138","IBRD/IDA","VN-Vietnam Enhancing Teacher Education
            Program -- P150060","26485045",0,0,0,2016,300352,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-06-09T00:00:00Z","Vietnam - Renovation of General Education Project","P150058","http://documents.worldbank.org/curated/en/464051468188677368/text/PAD1081-PAD-P150058-IDA-R2015-0174-1-Box391456B-OUO-9.txt","http://documents.worldbank.org/curated/en/464051468188677368/pdf/PAD1081-PAD-P150058-IDA-R2015-0174-1-Box391456B-OUO-9.pdf","PAD1081","IBRD/IDA","VN-Renovation Of General Education Project
            -- P150058","24632400",1,0,0,2015,184593,1,1,0,NA,NA,NA
"Project Appraisal Document","2014-10-02T00:00:00Z","Mexico - Reducing Inequality of Educational Opportunity","P149858","http://documents.worldbank.org/curated/en/410531468048905472/text/PAD10620PAD0P1010Box385329B00OUO090.txt","http://documents.worldbank.org/curated/en/410531468048905472/pdf/PAD10620PAD0P1010Box385329B00OUO090.pdf","PAD1062",NA,"MX-Mexico Reducing Inequality Of Educational
            Opportunity Project -- P149858","20268482",1,0,0,2014,143773,1,1,0,NA,NA,NA
"Project Appraisal Document","2014-10-02T00:00:00Z","Mexico - Reducing Inequality of Educational Opportunity","P149858","http://documents.worldbank.org/curated/en/849801468273699893/text/PAD10620SPANIS00Box385447B0P149858.txt","http://documents.worldbank.org/curated/en/849801468273699893/pdf/PAD10620SPANIS00Box385447B0P149858.pdf","PAD1062",NA,"MX-Mexico Reducing Inequality Of Educational
            Opportunity Project -- P149858","24052790",0,0,0,2014,161156,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-10-29T00:00:00Z","Togo - First Phase of the Mining Governance and Development Project : Togo - Projet de Développement et de Gouvernance Minière","P149277","http://documents.worldbank.org/curated/en/266891469777066609/text/PAD1072-PAD-FRENCH-Box396297B-PUBLIC-Documentdevaluationduprojet.txt","http://documents.worldbank.org/curated/en/266891469777066609/pdf/PAD1072-PAD-FRENCH-Box396297B-PUBLIC-Documentdevaluationduprojet.pdf","PAD1072","IBRD/IDA","TG-Togo:  Mining Governance And Development
            Project Preparation - -- P149277","26611997",0,0,0,2015,224790,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-10-29T00:00:00Z","Togo - First Phase of the Mining Governance and Development Project","P149277","http://documents.worldbank.org/curated/en/417861468187809852/text/PAD1072-PAD-P149277-IDA-R2015-0259-1-Box393233B-OUO-9.txt","http://documents.worldbank.org/curated/en/417861468187809852/pdf/PAD1072-PAD-P149277-IDA-R2015-0259-1-Box393233B-OUO-9.pdf","PAD1072","IBRD/IDA","TG-Togo:  Mining Governance And Development
            Project Preparation - -- P149277","25244308",0,0,0,2015,183650,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-03-18T00:00:00Z","Lao People's Democratic Republic - Second Global Partnership for Education Project","P149130","http://documents.worldbank.org/curated/en/780161468272073196/text/PAD10550PAD0P100002015004013020-02.txt","http://documents.worldbank.org/curated/en/780161468272073196/pdf/PAD10550PAD0P100002015004013020-02.pdf","PAD1055",NA,"LA-Second Global Partnership For
            Education-1293525 -- P149130","24397828",20,0,0,2015,262793,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-08-19T00:00:00Z","Kosovo - Education System Improvement Project","P149005","http://documents.worldbank.org/curated/en/823281467991937253/text/PAD1015-PAD-P149005-IDA-R2015-0232-1-Box393188B-OUO-9.txt","http://documents.worldbank.org/curated/en/823281467991937253/pdf/PAD1015-PAD-P149005-IDA-R2015-0232-1-Box393188B-OUO-9.pdf","PAD1015","IBRD/IDA","XK-Kosovo Education System Improvement
            Project -- P149005","24947364",2,0,0,2015,171211,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-02-20T00:00:00Z","Romania - Secondary Education Project","P148585","http://documents.worldbank.org/curated/en/753601467988932839/text/PAD1108-PAD-P148585-R2015-0038-1-Box385415B-OUO-9.txt","http://documents.worldbank.org/curated/en/753601467988932839/pdf/PAD1108-PAD-P148585-R2015-0038-1-Box385415B-OUO-9.pdf","PAD1108","IBRD/IDA","RO-Romania Secondary Education Project -- P148585","24062852",1,0,0,2015,244873,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-06-09T00:00:00Z","Tajikistan - Higher Education Project","P148291","http://documents.worldbank.org/curated/en/686991467993495306/text/PAD1151-PAD-P148291-IDA-R2015-0172-1-Box391456B-OUO-9.txt","http://documents.worldbank.org/curated/en/686991467993495306/pdf/PAD1151-PAD-P148291-IDA-R2015-0172-1-Box391456B-OUO-9.pdf","PAD1151","IBRD/IDA","TJ-Higher Education Project-1285977 -- P148291","24632414",0,0,0,2015,178942,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-08-21T00:00:00Z","Belarus - Education Modernization Project","P148181","http://documents.worldbank.org/curated/en/824041467999135389/text/PAD1157-P148181-R2015-0171-1-Box393189B-OUO-9.txt","http://documents.worldbank.org/curated/en/824041467999135389/pdf/PAD1157-P148181-R2015-0171-1-Box393189B-OUO-9.pdf","PAD1157","IBRD/IDA","BY-Belarus Education Modernization Project
            -- P148181","24982935",1,0,0,2015,126501,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-07-09T00:00:00Z","Guinea - Pooled-Fund for Basic Education (FoCEB) Project","P148127","http://documents.worldbank.org/curated/en/854161467996738101/text/PAD1085-PAD-P148127-PUBLIC-revised-Jul-10-final-07-15-2015-1436972555443.txt","http://documents.worldbank.org/curated/en/854161467996738101/pdf/PAD1085-PAD-P148127-PUBLIC-revised-Jul-10-final-07-15-2015-1436972555443.pdf","PAD1085","Recipient Executed Activities","GN-Guinea - Pooled-Fund For Basic Education
            -- P148127","25997464",4,0,0,2015,293518,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-07-09T00:00:00Z","Guinea - Pooled-Fund for Basic Education (FoCEB) Project : Guinée - Fond Commun pour l’Éducation de Base (FOCEB) Projet","P148127","http://documents.worldbank.org/curated/en/112771467992042564/text/PAD1085-FRENCH-PUBLIC-PAD-p1418127-FR-final.txt","http://documents.worldbank.org/curated/en/112771467992042564/pdf/PAD1085-FRENCH-PUBLIC-PAD-p1418127-FR-final.pdf","PAD1085","Recipient Executed Activities","GN-Guinea - Pooled-Fund For Basic Education
            -- P148127","25997503",0,0,0,2015,346367,1,0,0,NA,NA,NA
"Project Appraisal Document","2014-05-05T00:00:00Z","Mongolia - Education Quality Reform Project","P148110","http://documents.worldbank.org/curated/en/765311468060896551/text/PAD8740PAD0P14010Box385211B00OUO090.txt","http://documents.worldbank.org/curated/en/765311468060896551/pdf/PAD8740PAD0P14010Box385211B00OUO090.pdf","PAD874","IBRD/IDA","MN-Education Quality Reform Project -- P148110","19542212",3,0,0,2014,150676,1,1,0,NA,NA,NA
"Project Appraisal Document","2015-04-02T00:00:00Z","Burkina Faso - Education Access and Quality Improvement Project","P148062","http://documents.worldbank.org/curated/en/242461468229480667/text/PAD10440PAD0P1010Box385444B00OUO090.txt","http://documents.worldbank.org/curated/en/242461468229480667/pdf/PAD10440PAD0P1010Box385444B00OUO090.pdf","PAD1044",NA,"BF-B. Faso - Education Access And Quality
            Improvement Project (Eaq -- P148062","24163228",7,0,0,2015,256535,1,1,0,NA,NA,NA
"Project Appraisal Document","2014-06-16T00:00:00Z","Jamaica - Youth Employment in Digital and Animation Industries Project","P148013","http://documents.worldbank.org/curated/en/421641468043471522/text/PAD9950PAD0R20010Box385271B00OUO090.txt","http://documents.worldbank.org/curated/en/421641468043471522/pdf/PAD9950PAD0R20010Box385271B00OUO090.pdf","PAD995","IBRD/IDA","JM-Youth Employment In Digital And Animation
            Industries -- P148013","19755382",0,0,0,2014,190942,0,0,0,NA,NA,NA
"Project Appraisal Document","2014-05-05T00:00:00Z","Guyana - Secondary Education Improvement Project","P147924","http://documents.worldbank.org/curated/en/838341468035427053/text/PAD8460P147924010Box385211B00OUO090.txt","http://documents.worldbank.org/curated/en/838341468035427053/pdf/PAD8460P147924010Box385211B00OUO090.pdf","PAD846","IBRD/IDA","GY-Guyana Secondary Education Improvement -- P147924","19532773",0,0,0,2014,168732,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-02-05T00:00:00Z","Kazakhstan - Small and Medium sized Enterprise (SME) Competitiveness Project","P147705","http://documents.worldbank.org/curated/en/120501468253491149/text/PAD9560PAD0P14010Box385412B00OUO090.txt","http://documents.worldbank.org/curated/en/120501468253491149/pdf/PAD9560PAD0P14010Box385412B00OUO090.pdf","PAD956","IBRD/IDA","KZ-Sme Competitiveness Project -- P147705","23987718",0,0,0,2015,239869,0,0,0,NA,NA,NA
"Project Appraisal Document","2015-05-06T00:00:00Z","China - Xinjiang Technical and Vocational Education and Training Project","P147367","http://documents.worldbank.org/curated/en/555871567083532050/text/China-Xinjiang-Technical-and-Vocational-Education-and-Training-Project.txt","http://documents.worldbank.org/curated/en/555871567083532050/pdf/China-Xinjiang-Technical-and-Vocational-Education-and-Training-Project.pdf","PAD1003","IBRD/IDA","CN-Xinjiang Technical And Vocational
            Education And Training Projec -- P147367","24476761",0,0,0,2015,150844,1,0,0,NA,NA,NA
"Project Appraisal Document","2014-10-02T00:00:00Z","Mexico - School based Management Project","P147185","http://documents.worldbank.org/curated/en/336491468045022110/text/PAD8650PAD0P14010Box385329B00OUO090.txt","http://documents.worldbank.org/curated/en/336491468045022110/pdf/PAD8650PAD0P14010Box385329B00OUO090.pdf","PAD865",NA,"MX-Mexico School Based Management Project -- P147185","20269543",1,0,0,2014,160159,1,1,0,NA,NA,NA
"Project Appraisal Document","2014-10-02T00:00:00Z","Mexico - School based Management Project","P147185","http://documents.worldbank.org/curated/en/206411468057231952/text/PAD8650SPANISH07B00PUBLIC00P147185.txt","http://documents.worldbank.org/curated/en/206411468057231952/pdf/PAD8650SPANISH07B00PUBLIC00P147185.pdf","PAD865",NA,"MX-Mexico School Based Management Project -- P147185","24052163",0,0,0,2014,180494,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-01-22T00:00:00Z","Nepal - Higher Education Reforms Project","P147010","http://documents.worldbank.org/curated/en/610541468060551481/text/PAD10190PAD0P1010Box385414B00OUO090.txt","http://documents.worldbank.org/curated/en/610541468060551481/pdf/PAD10190PAD0P1010Box385414B00OUO090.pdf","PAD1019",NA,"NP-Higher Education Reforms Project -- P147010","24028192",0,0,0,2015,259974,1,0,0,NA,NA,NA
"Project Appraisal Document","2014-09-09T00:00:00Z","Guinea - Stepping Up Skills Project","P146474","http://documents.worldbank.org/curated/en/455351468252644060/text/PAD9130PAD0P14010Box385321B00OUO090.txt","http://documents.worldbank.org/curated/en/455351468252644060/pdf/PAD9130PAD0P14010Box385321B00OUO090.pdf","PAD913",NA,"GN-Guinea - Stepping Up Skills Project -- P146474","20204677",0,0,0,2014,271723,1,0,0,NA,NA,NA
"Project Appraisal Document","2014-11-19T00:00:00Z","Bangladesh - Multipurpose Disaster Shelter Project","P146464","http://documents.worldbank.org/curated/en/818701468201307617/text/PAD8070PAD0P14010Box385378B00OUO090.txt","http://documents.worldbank.org/curated/en/818701468201307617/pdf/PAD8070PAD0P14010Box385378B00OUO090.pdf","PAD807","IBRD/IDA","BD-Multipurpose Disaster Shelter Project -- P146464","20433150",0,0,0,2014,233439,0,0,0,NA,NA,NA
"Project Appraisal Document","2014-04-16T00:00:00Z","Myanmar - Decentralizing Funding to Schools Project","P146332","http://documents.worldbank.org/curated/en/511371468289526526/text/PAD7040P146332010Box385199B00OUO090.txt","http://documents.worldbank.org/curated/en/511371468289526526/pdf/PAD7040P146332010Box385199B00OUO090.pdf","PAD704",NA,"MM-Myanmar Decentralizing Funding To Schools
            -- P146332","19457080",0,0,0,2014,199762,1,0,0,NA,NA,NA
"Project Appraisal Document","2016-01-20T00:00:00Z","Gabon - Skills Development and Employability Project","P146152","http://documents.worldbank.org/curated/en/952161467988873236/text/PAD1156-R2016-0006-1-Box394844B-OUO-9.txt","http://documents.worldbank.org/curated/en/952161467988873236/pdf/PAD1156-R2016-0006-1-Box394844B-OUO-9.pdf","PAD1156","IBRD/IDA","GA-Gabon - Skills Development And
            Employability Project -- P146152","25835861",0,0,0,2016,251646,1,0,0,NA,NA,NA
"Project Appraisal Document","2015-10-21T00:00:00Z","Cambodia - Early Childhood Care and Development for Floating Villages Project","P146085","http://documents.worldbank.org/curated/en/424241493010902587/text/88379-PAD-P146085-PUBLIC-JSDFPADPapproval.txt","http://documents.worldbank.org/curated/en/424241493010902587/pdf/88379-PAD-P146085-PUBLIC-JSDFPADPapproval.pdf","88379","Recipient Executed Activities","KH-Early Childhood Care And Development For
            Floating Villages Proj -- P146085","27382810",1,0,0,2015,127169,1,1,0,NA,NA,NA
"Project Appraisal Document","2014-03-25T00:00:00Z","Congo, Democratic Republic of - Human Development Systems Strengthening Project","P145965","http://documents.worldbank.org/curated/en/207911468027672171/text/PAD8860P145965010Box385177B00OUO090.txt","http://documents.worldbank.org/curated/en/207911468027672171/pdf/PAD8860P145965010Box385177B00OUO090.pdf","PAD886","IBRD/IDA","ZR-Drc Human Development Systems
            Strengthening -- P145965","19368624",0,0,0,2014,309010,0,0,0,NA,NA,NA
"Project Appraisal Document","2014-06-03T00:00:00Z","Mali - Skills Development and Youth Employment Project","P145861","http://documents.worldbank.org/curated/en/638471468281400446/text/857680PAD0P145010Box385226B00OUO090.txt","http://documents.worldbank.org/curated/en/638471468281400446/pdf/857680PAD0P145010Box385226B00OUO090.pdf","85768","IBRD/IDA","ML-Mali - Skills Development And Youth
            Employment Project -- P145861","19654556",0,0,0,2014,370577,0,0,0,NA,NA,NA
